,Label,totalWordsCount,JJS,NN,NNS,PDT,RB,RBR,RP,TOs,WP,questionmarks,exclamationmarks,semicolon,colon,ellipsis,pronouns1st,pronouns2nd,sentence1st,sentencelast,txtcomplexity,site
247,objective,276,0,3,0,3,0,0,0,0,0,0,1,0,2,0,8,2,1,1,39,www.dailystar.co.uk
248,objective,1352,0,4,0,9,1,1,0,0,0,2,0,0,3,0,8,3,1,1,21,msn.foxsports.com
249,objective,813,0,10,0,0,0,1,3,0,0,0,0,0,0,0,6,0,1,1,21,msn.foxsports.com
250,objective,346,0,3,0,0,1,0,5,0,0,0,0,0,3,0,0,0,1,1,21,msn.foxsports.com
251,objective,670,0,3,0,4,1,1,0,0,0,2,0,0,0,0,3,6,1,1,15,msn.foxsports.com
252,objective,594,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,34,www.bbc.co.uk
253,objective,245,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,17,www.bbc.co.uk
254,objective,247,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,13,msn.foxsports.com
255,objective,854,0,3,0,10,1,2,0,0,0,1,0,0,4,0,0,1,1,1,21,msn.foxsports.com
256,objective,1237,0,5,0,12,5,1,0,0,0,3,0,2,7,0,3,5,1,1,23,msn.foxsports.com
257,objective,105,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,13,msn.foxsports.com
258,objective,1132,0,1,0,0,1,0,0,0,0,1,0,0,12,0,46,12,1,1,13,www.nba.com
259,objective,355,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,27,www.football365.com
260,objective,257,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,www.wnba.com
261,objective,192,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,12,msn.foxsports.com
262,objective,244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,20,edition.cnn.com
263,objective,879,0,0,0,0,2,0,9,0,0,2,0,0,3,0,9,2,1,1,16,msn.foxsports.com
264,objective,783,0,4,0,2,4,0,8,0,0,1,0,0,1,0,0,0,1,1,17,msn.foxsports.com
265,objective,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,9,www.football365.com
266,objective,273,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,16,edition.cnn.com
267,objective,258,0,1,0,0,1,0,1,0,0,0,0,0,1,0,3,0,1,1,23,msn.foxsports.com
268,objective,337,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,15,msn.foxsports.com
269,objective,221,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,17,msn.foxsports.com
270,objective,128,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,14,msn.foxsports.com
271,objective,771,0,5,0,0,0,0,9,0,0,0,0,0,4,0,6,1,1,1,15,msn.foxsports.com
272,objective,198,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,uk.eurosport.yahoo.com
273,objective,1039,0,3,1,10,4,0,0,0,0,0,0,1,0,0,7,15,1,1,25,www.nba.com
274,objective,1230,0,7,3,0,0,1,4,0,1,4,0,1,0,0,10,7,0,1,16,www.foxsportssouth.com
275,objective,877,0,4,1,0,2,1,7,0,0,0,0,0,2,0,1,5,1,1,20,www.foxsportssouth.com
276,objective,615,0,1,0,0,0,0,7,0,0,1,0,0,2,0,3,1,1,1,16,msn.foxsports.com
277,objective,159,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,17,msn.foxsports.com
278,objective,646,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,12,msn.foxsports.com
279,objective,599,0,3,0,0,1,0,0,0,0,2,2,0,0,0,1,2,1,1,23,www.football365.com
280,objective,331,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,18,www.foxsportssouthwest.com
281,objective,171,0,2,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,1,15,www.bbc.co.uk
282,subjective,1483,0,9,1,16,2,1,0,0,0,4,0,0,8,0,3,7,1,1,12,msn.foxsports.com
283,objective,340,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,17,www.foxsportssouthwest.com
284,objective,1174,0,1,1,2,0,0,0,0,0,0,4,0,1,0,25,9,1,1,17,msn.foxsports.com
285,objective,740,0,5,0,0,0,1,8,0,0,0,0,0,0,0,9,0,1,1,18,www.foxsportscarolinas.com
286,objective,269,0,3,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,1,19,msn.foxsports.com
287,objective,124,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,www.football365.com
288,objective,155,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,msn.foxsports.com
289,objective,651,0,1,0,0,2,0,5,0,0,3,0,0,1,0,0,4,1,1,14,www.foxsportsohio.com
290,objective,188,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,msn.foxsports.com
291,objective,784,0,3,0,0,3,0,9,0,0,1,0,0,1,0,2,4,1,1,16,msn.foxsports.com
292,objective,1351,0,16,0,13,5,0,1,0,0,0,0,0,0,0,26,2,1,1,33,msn.foxsports.com
293,objective,341,0,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,18,msn.foxsports.com
294,objective,547,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,17,msn.foxsports.com
295,objective,480,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,1,1,60,www.caribjournal.com
296,objective,86,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,17,msn.foxsports.com
297,objective,706,0,1,0,0,2,1,5,0,0,0,0,0,0,0,10,0,1,1,20,msn.foxsports.com
298,objective,433,0,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,15,msn.foxsports.com
299,objective,120,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,msn.foxsports.com
300,objective,441,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,19,uk.eurosport.yahoo.com
301,objective,764,0,8,0,0,1,3,11,0,1,0,0,0,0,0,3,1,1,1,14,msn.foxsports.com
302,objective,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,msn.foxsports.com
303,objective,677,0,1,0,0,2,0,0,0,0,1,0,0,0,0,4,2,1,1,14,blogs.telegraph.co.uk
304,objective,496,0,3,0,0,2,0,10,0,0,0,0,0,0,0,3,6,0,1,16,msn.foxsports.com
305,objective,550,0,4,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,1,21,msn.foxsports.com
306,objective,138,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,13,msn.foxsports.com
307,objective,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,msn.foxsports.com
308,objective,964,0,2,1,0,3,4,0,0,0,0,0,0,1,0,1,0,1,1,26,www.wnba.com
309,objective,225,0,1,0,3,0,0,0,0,0,0,0,0,2,0,1,0,1,1,18,www.dailystar.co.uk
310,objective,230,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,19,uk.eurosport.yahoo.com
311,objective,740,0,3,0,8,1,1,0,0,0,0,0,0,1,0,7,0,1,1,30,msn.foxsports.com
312,objective,93,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15,www.dailystar.co.uk
313,objective,590,0,3,1,0,2,0,11,0,0,0,0,0,0,0,10,2,1,1,13,msn.foxsports.com
314,objective,353,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,14,msn.foxsports.com
315,objective,954,0,10,0,10,4,0,2,0,0,0,0,0,0,0,9,1,1,1,24,www.nytimes.com
316,objective,2636,0,7,0,20,2,1,0,1,0,4,1,0,5,0,2,18,1,1,14,msn.foxsports.com
317,objective,697,0,5,0,0,1,0,8,0,0,0,0,0,2,0,7,1,1,1,17,msn.foxsports.com
318,objective,966,0,4,0,0,1,0,14,0,0,0,0,0,1,0,6,6,0,1,13,msn.foxsports.com
319,objective,575,0,1,0,7,0,1,1,0,0,0,0,0,7,0,13,2,1,1,28,www.dailystar.co.uk
320,objective,117,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10,msn.foxsports.com
321,objective,292,0,6,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,17,www.tennis.com
322,objective,429,0,2,2,3,0,1,1,0,0,0,0,0,5,0,7,2,1,1,23,www.dailystar.co.uk
323,objective,650,0,7,0,0,0,0,4,0,0,1,0,0,0,0,2,2,1,1,19,msn.foxsports.com
324,objective,309,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,13,www.sportinglife.com
325,subjective,4032,0,18,4,29,5,3,2,1,1,9,1,1,27,0,11,7,1,1,14,msn.foxsports.com
326,objective,236,0,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,1,12,msn.foxsports.com
327,objective,206,0,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,1,15,edition.cnn.com
328,objective,304,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,20,msn.foxsports.com
329,objective,805,0,1,0,0,2,0,8,0,0,0,0,0,0,0,7,1,1,1,21,msn.foxsports.com
330,objective,1498,0,7,1,15,2,1,0,0,1,2,1,0,1,0,20,11,1,1,24,msn.foxsports.com
331,subjective,939,0,10,1,0,0,3,0,0,0,0,0,0,0,0,2,2,1,1,14,www.foxsportswest.com
332,objective,922,0,7,0,6,0,2,1,0,1,0,0,0,1,0,2,0,1,1,26,msn.foxsports.com
333,objective,683,0,3,0,0,0,0,15,0,0,0,0,0,0,0,8,2,1,1,15,www.foxsportskansascity.com
334,objective,101,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10,www.football365.com
335,objective,570,0,2,0,0,1,0,6,0,0,0,0,0,0,0,3,1,1,1,15,www.foxsportsohio.com
336,objective,148,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,18,msn.foxsports.com
337,objective,548,0,1,1,6,1,0,0,0,0,0,0,0,2,0,4,1,1,1,27,www.dailystar.co.uk
338,objective,880,0,7,0,0,1,0,6,0,2,0,0,0,3,0,13,0,0,1,19,msn.foxsports.com
339,objective,676,0,1,0,0,0,0,9,0,0,0,0,0,2,0,2,0,1,1,15,msn.foxsports.com
340,objective,379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,16,msn.foxsports.com
341,objective,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,msn.foxsports.com
342,objective,476,0,0,0,0,0,0,7,0,0,0,0,0,1,0,3,0,1,1,12,msn.foxsports.com
343,objective,730,0,7,0,3,2,0,0,0,0,1,0,0,1,0,5,8,1,1,18,msn.foxsports.com
344,objective,849,0,7,0,0,0,0,13,0,0,0,0,0,1,0,8,0,1,1,16,msn.foxsports.com
345,objective,350,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,www.foxsportswisconsin.com
346,objective,497,0,4,0,0,0,1,2,0,0,0,0,0,6,0,0,0,1,1,19,msn.foxsports.com
347,objective,179,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,11,www.football365.com
348,objective,1032,1,2,0,7,0,0,0,0,0,1,0,0,2,0,5,37,1,1,33,msn.foxsports.com
349,subjective,897,0,0,1,8,0,0,1,0,0,0,0,0,2,0,4,3,1,1,24,msn.foxsports.com
350,subjective,1300,0,3,1,3,1,3,0,0,0,2,0,0,8,0,7,2,1,1,19,uk.eurosport.yahoo.com
351,objective,1671,0,2,0,15,2,6,0,0,0,0,0,2,1,0,4,9,1,1,37,msn.foxsports.com
352,objective,671,0,2,0,5,1,0,0,0,0,0,0,0,3,0,7,0,1,1,22,www.dailystar.co.uk
353,objective,597,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,19,msn.foxsports.com
354,subjective,1299,0,6,2,14,4,4,0,0,0,3,0,0,5,0,5,0,1,1,19,msn.foxsports.com
355,objective,187,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,15,uk.eurosport.yahoo.com
356,subjective,1378,0,2,1,3,1,1,0,0,0,0,0,2,0,0,13,3,1,1,25,www.wnba.com
357,objective,172,0,2,1,0,2,0,3,0,0,0,0,0,0,0,2,0,1,1,15,www.talksport.co.uk
358,objective,154,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15,www.dailystar.co.uk
359,objective,540,0,3,0,2,1,3,0,0,0,0,0,1,0,0,12,4,1,1,24,msn.foxsports.com
360,objective,465,0,2,0,2,0,0,0,0,0,1,0,0,1,0,4,2,1,1,38,dailystar.com.lb
361,objective,156,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,msn.foxsports.com
362,objective,361,0,0,0,4,0,0,1,0,0,0,0,0,2,0,10,0,1,1,24,www.dailystar.co.uk
363,subjective,1495,0,0,0,16,1,3,0,0,0,0,0,0,0,0,19,6,1,1,39,www.wnba.com
364,objective,381,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,azstarnet.com
365,objective,987,0,5,0,0,1,0,7,1,0,0,0,0,3,0,3,0,1,1,15,msn.foxsports.com
366,objective,1015,0,6,3,4,0,1,0,0,0,0,0,0,0,0,10,9,1,1,23,msn.foxsports.com
367,objective,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,msn.foxsports.com
368,objective,204,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,1,22,www.dailystar.co.uk
369,objective,157,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,9,uk.eurosport.yahoo.com
370,objective,431,0,4,0,0,0,0,2,0,0,1,1,0,2,0,0,0,1,1,14,edition.cnn.com
371,objective,619,0,2,0,0,0,0,4,0,0,0,0,0,0,0,4,0,1,1,16,msn.foxsports.com
372,objective,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,msn.foxsports.com
373,objective,164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,uk.eurosport.yahoo.com
374,objective,1313,0,7,0,0,1,0,11,0,1,4,0,0,1,0,7,9,1,1,19,www.foxsportswest.com
375,objective,330,0,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,1,16,msn.foxsports.com
376,objective,520,0,8,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,18,msn.foxsports.com
377,objective,511,0,1,0,0,1,0,2,0,0,0,0,0,0,0,3,0,1,1,21,msn.foxsports.com
378,objective,373,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,16,msn.foxsports.com
379,objective,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,msn.foxsports.com
380,objective,644,0,3,0,0,0,0,5,0,0,0,0,0,4,0,1,1,1,1,15,msn.foxsports.com
381,objective,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,30,www.football365.com
382,subjective,888,0,5,5,1,2,0,0,1,0,0,0,0,1,0,2,13,1,1,21,www.nba.com
383,objective,619,0,6,0,0,1,0,8,0,0,0,0,0,1,0,6,2,1,1,18,msn.foxsports.com
384,objective,833,0,5,1,0,0,0,5,0,1,1,0,0,0,0,2,0,1,1,20,msn.foxsports.com
385,objective,911,0,11,0,0,1,1,3,0,0,0,0,1,0,0,0,0,1,1,18,www.foxsportsarizona.com
386,objective,560,0,8,0,0,0,0,3,0,0,0,0,0,6,0,1,4,1,1,16,msn.foxsports.com
387,objective,328,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,36,uk.eurosport.yahoo.com
388,objective,390,0,1,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,1,32,uk.eurosport.yahoo.com
389,objective,1851,0,17,0,0,3,0,10,0,2,5,0,0,2,0,16,0,1,1,15,www.foxsportsflorida.com
390,objective,793,0,1,2,8,0,0,0,0,0,0,0,0,0,0,8,1,1,1,25,msn.foxsports.com
391,objective,139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,msn.foxsports.com
392,objective,313,0,3,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,1,17,msn.foxsports.com
393,objective,153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,msn.foxsports.com
394,objective,319,0,0,0,0,0,0,3,0,0,0,0,0,5,0,2,0,1,1,22,www.bbc.co.uk
395,objective,225,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,14,edition.cnn.com
396,objective,348,0,0,1,4,0,0,0,0,0,0,0,0,3,0,8,3,1,0,21,www.dailystar.co.uk
397,objective,364,0,1,0,2,0,0,0,0,0,0,0,0,5,0,7,0,1,1,20,metro.co.uk
398,objective,920,0,4,2,0,0,0,11,0,0,0,0,0,0,0,1,6,1,1,16,www.guardian.co.uk
399,objective,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,www.bbc.co.uk
400,objective,148,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,1,10,www.football365.com
401,objective,521,0,2,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,1,15,msn.foxsports.com
402,objective,2981,0,7,2,11,4,0,0,1,0,5,0,2,3,0,15,15,1,1,35,msn.foxsports.com
403,objective,157,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,13,uk.eurosport.yahoo.com
404,objective,392,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,21,msn.foxsports.com
405,objective,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,25,www.foxsportsarizona.com
406,objective,230,0,0,0,2,0,0,1,0,0,0,0,0,4,0,4,1,1,1,28,www.dailystar.co.uk
407,objective,115,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,19,msn.foxsports.com
408,objective,1200,0,0,1,9,2,0,0,0,0,1,0,0,3,0,18,3,1,1,37,www.foxsportssouth.com
409,objective,237,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16,www.football365.com
410,objective,545,0,3,1,1,0,0,0,0,0,0,0,0,1,0,19,2,1,1,18,www.foxsportswest.com
411,objective,353,0,5,0,0,0,0,4,0,0,0,0,0,1,0,2,2,1,1,18,uk.eurosport.yahoo.com
412,objective,1001,0,7,1,0,1,0,9,0,0,0,0,0,0,0,7,0,1,1,16,msn.foxsports.com
413,objective,457,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9,1,1,1,41,www.dailystar.co.uk
414,objective,126,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14,www.football365.com
415,objective,565,0,1,0,0,3,0,0,0,0,0,0,0,1,0,6,7,1,1,15,msn.foxsports.com
416,objective,1376,0,5,0,0,3,0,0,0,0,1,0,0,6,0,9,5,1,1,28,www.sportinglife.com
417,objective,162,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,11,msn.foxsports.com
418,objective,209,0,2,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,23,www.wnba.com
419,objective,599,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,23,msn.foxsports.com
420,objective,109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15,www.talksport.co.uk
421,objective,350,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,www.foxsportswisconsin.com
422,objective,241,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,13,edition.cnn.com
423,objective,667,0,4,0,0,0,0,10,0,0,0,0,0,3,0,0,1,1,1,15,msn.foxsports.com
424,objective,233,0,0,0,1,1,0,0,0,0,0,0,0,4,0,6,2,1,1,29,www.dailystar.co.uk
425,objective,436,0,12,0,0,0,0,3,0,0,0,0,0,12,0,1,0,1,1,33,www.bbc.co.uk
426,objective,510,0,3,0,9,0,1,0,0,0,0,0,0,1,0,4,0,1,1,30,www.wnba.com
427,objective,207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,29,www.talksport.co.uk
428,objective,162,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,16,msn.foxsports.com
429,objective,380,0,2,0,0,1,0,1,0,0,0,0,0,1,0,9,0,1,1,18,www.guardian.co.uk
430,objective,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,30,www.football365.com
431,objective,825,0,4,1,0,1,2,7,0,0,0,0,0,2,0,1,6,1,1,15,sportsillustrated.cnn.com
432,objective,223,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,msn.foxsports.com
433,objective,735,0,3,0,0,2,1,3,0,0,0,0,0,1,0,0,0,1,1,16,msn.foxsports.com
434,objective,993,0,11,0,0,2,1,12,0,0,0,0,1,0,0,6,1,1,1,17,msn.foxsports.com
435,objective,1634,0,2,1,4,2,1,2,0,0,1,0,0,0,0,10,15,1,1,22,www.wnba.com
436,objective,264,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,www.foxsportswisconsin.com
437,objective,344,0,5,0,0,1,0,3,0,0,0,0,0,0,0,2,0,1,1,16,msn.foxsports.com
438,objective,1015,0,2,2,7,2,0,0,0,0,1,0,0,2,0,3,4,1,1,15,msn.foxsports.com
439,objective,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,www.dailystar.co.uk
440,objective,834,0,5,0,5,0,0,0,0,1,0,0,0,1,0,4,2,1,1,36,www.nba.com
441,subjective,1090,0,0,1,0,2,1,0,0,0,3,0,0,2,0,0,3,1,1,27,www.foxsportssouthwest.com
442,objective,925,0,1,0,9,4,0,0,0,0,0,0,0,0,0,3,3,1,1,26,msn.foxsports.com
443,objective,366,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,22,uk.eurosport.yahoo.com
444,objective,180,0,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,1,12,uk.eurosport.yahoo.com
445,objective,1009,0,2,0,5,1,1,4,0,0,0,0,0,0,0,5,0,1,1,25,msn.foxsports.com
446,objective,369,0,0,0,4,0,2,0,0,0,0,0,0,1,0,2,0,1,1,19,www.masslive.com
447,objective,241,0,1,0,3,0,0,0,0,0,0,0,1,0,0,4,1,1,1,34,www.rbs6nations.com
448,objective,707,0,4,0,0,0,0,6,0,0,1,0,0,2,0,1,2,0,1,16,msn.foxsports.com
449,objective,805,0,4,0,0,1,0,6,0,0,0,0,0,0,0,3,0,1,1,15,msn.foxsports.com
450,objective,747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,msn.foxsports.com
451,objective,155,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,14,msn.foxsports.com
452,objective,1040,0,9,0,0,1,0,13,0,0,1,0,0,0,0,5,1,1,1,16,www.foxsportswisconsin.com
453,objective,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,msn.foxsports.com
454,objective,216,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,24,www.foxsportsflorida.com
455,objective,171,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,21,www.foxsportsnorth.com
456,objective,335,0,2,0,0,0,0,3,0,0,0,0,0,1,0,4,1,1,1,15,msn.foxsports.com
457,objective,150,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,13,msn.foxsports.com
458,objective,665,0,5,1,0,1,1,1,0,0,0,0,0,1,0,9,5,1,1,17,www.foxsportssouth.com
459,objective,530,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,33,www.guardian.co.uk
460,objective,522,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,20,msn.foxsports.com
461,objective,1187,0,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,23,msn.foxsports.com
462,objective,386,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,24,www.dailystar.co.uk
463,objective,413,0,3,1,0,0,0,5,0,0,1,0,0,0,0,0,0,1,1,15,msn.foxsports.com
464,objective,828,0,5,0,0,1,0,5,0,1,0,0,0,3,0,1,0,1,1,19,www.foxsportssouthwest.com
465,objective,1693,0,3,2,8,2,1,0,0,1,5,0,0,1,0,19,18,1,1,26,www.foxsportskansascity.com
466,objective,844,0,0,0,8,0,2,1,0,0,0,0,12,2,0,2,3,1,1,36,formula-one.speedtv.com
467,objective,634,0,12,0,0,1,0,5,0,1,1,0,0,2,0,4,1,1,1,15,msn.foxsports.com
468,objective,270,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,20,tribune.com.pk
469,objective,781,0,8,1,0,1,1,8,1,0,1,0,0,4,0,3,6,1,1,17,msn.foxsports.com
470,objective,545,0,3,0,0,1,0,4,0,0,0,0,0,3,0,3,2,1,1,17,msn.foxsports.com
471,objective,486,0,3,0,0,0,0,3,0,0,0,0,0,1,0,6,0,1,1,18,motorcycling.speedtv.com
472,objective,880,0,7,0,0,1,0,6,0,2,0,0,0,3,0,13,0,0,1,19,msn.foxsports.com
473,objective,911,0,2,0,0,1,2,9,0,1,0,0,0,0,0,1,2,1,1,15,msn.foxsports.com
474,objective,615,0,2,1,3,0,1,0,0,0,0,0,0,3,0,5,4,1,1,29,dailystar.com.lb
475,objective,213,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,www.nba.com
476,objective,325,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,17,msn.foxsports.com
477,objective,394,0,4,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,20,msn.foxsports.com
478,objective,294,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,17,www.foxsportsdetroit.com
479,objective,236,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,23,www.tennis.com
480,objective,282,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,www.chicagotribune.com
481,objective,485,0,2,0,0,0,1,11,0,0,0,0,0,0,0,1,0,1,1,10,www.foxsportsflorida.com
482,objective,2243,0,10,1,9,1,2,3,0,0,0,0,1,1,0,18,7,1,1,49,msn.foxsports.com
483,objective,465,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,17,uk.eurosport.yahoo.com
484,objective,231,0,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,16,msn.foxsports.com
485,objective,191,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,1,14,msn.foxsports.com
486,objective,186,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16,msn.foxsports.com
487,objective,527,0,1,0,0,2,0,11,0,0,0,0,0,3,0,13,1,1,1,12,msn.foxsports.com
488,objective,677,0,5,0,4,1,1,1,1,0,0,0,0,1,0,8,2,0,1,29,uk.eurosport.yahoo.com
489,objective,190,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,15,msn.foxsports.com
490,objective,504,0,4,0,0,1,0,4,0,0,0,0,0,0,0,3,0,1,1,18,www.nba.com
491,objective,641,0,3,2,0,2,0,17,0,0,0,0,0,0,0,6,1,1,1,13,msn.foxsports.com
492,objective,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,msn.foxsports.com
493,objective,429,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,4,1,1,17,network.yardbarker.com
494,objective,1026,0,0,1,0,5,0,9,0,0,2,0,0,0,0,3,18,1,1,17,www.foxsportswisconsin.com
495,objective,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,www.dailystar.co.uk
